#date+time,051-pwl,051-surge,051-wsd,051-wdr
"01-22-2012 0600",1.516,-0.048,4.300,140
"01-22-2012 0606",1.513,-0.049,4.600,146
"01-22-2012 0612",1.504,-0.055,4.900,152
"01-22-2012 0618",1.506,-0.050,4.800,152
"01-22-2012 0624",1.507,-0.046,4.400,150
"01-22-2012 0630",1.516,-0.034,4.800,152
"01-22-2012 0636",1.512,-0.034,4.900,155
"01-22-2012 0642",1.516,-0.026,5.200,152
"01-22-2012 0648",1.517,-0.022,4.900,147
"01-22-2012 0654",1.514,-0.021,4.700,146
"01-22-2012 0700",1.507,-0.023,4.800,146
"01-22-2012 0706",1.505,-0.021,5.100,143
"01-22-2012 0712",1.507,-0.014,5.200,141
"01-22-2012 0718",1.503,-0.014,5.700,144
"01-22-2012 0724",1.496,-0.016,5.100,143
"01-22-2012 0730",1.483,-0.023,4.900,152
"01-22-2012 0736",1.474,-0.027,5.000,157
"01-22-2012 0742",1.469,-0.026,5.300,157
"01-22-2012 0748",1.466,-0.024,5.000,160
"01-22-2012 0754",1.459,-0.024,5.400,158
"01-22-2012 0800",1.457,-0.020,5.400,154
"01-22-2012 0806",1.451,-0.020,5.700,148
"01-22-2012 0812",1.439,-0.025,6.000,143
"01-22-2012 0818",1.431,-0.026,5.700,143
"01-22-2012 0824",1.421,-0.029,6.100,141
"01-22-2012 0830",1.417,-0.026,6.100,142
"01-22-2012 0836",1.412,-0.024,5.400,145
"01-22-2012 0842",1.408,-0.020,5.400,151
"01-22-2012 0848",1.395,-0.025,5.200,154
"01-22-2012 0854",1.385,-0.027,5.000,154
"01-22-2012 0900",1.383,-0.022,5.000,155
"01-22-2012 0906",1.379,-0.017,5.000,153
"01-22-2012 0912",1.363,-0.025,5.400,155
"01-22-2012 0918",1.349,-0.031,5.800,151
"01-22-2012 0924",1.341,-0.030,6.100,152
"01-22-2012 0930",1.328,-0.035,6.200,154
"01-22-2012 0936",1.316,-0.038,5.900,152
"01-22-2012 0942",1.299,-0.047,5.100,155
"01-22-2012 0948",1.293,-0.044,5.500,152
"01-22-2012 0954",1.273,-0.055,5.400,154
"01-22-2012 1000",1.263,-0.057,5.900,160
"01-22-2012 1006",1.259,-0.052,6.300,162
"01-22-2012 1012",1.251,-0.051,5.700,161
"01-22-2012 1018",1.249,-0.044,6.000,163
"01-22-2012 1024",1.236,-0.049,6.300,159
"01-22-2012 1030",1.221,-0.055,5.900,152
"01-22-2012 1036",1.211,-0.056,5.700,153
"01-22-2012 1042",1.206,-0.053,5.300,155
"01-22-2012 1048",1.192,-0.058,5.700,156
"01-22-2012 1054",1.187,-0.055,5.300,159
"01-22-2012 1100",1.175,-0.058,4.900,162
"01-22-2012 1106",1.161,-0.064,5.400,155
"01-22-2012 1112",1.149,-0.068,5.300,158
"01-22-2012 1118",1.154,-0.055,5.400,156
"01-22-2012 1124",1.148,-0.053,5.500,156
"01-22-2012 1130",1.131,-0.062,5.300,156
"01-22-2012 1136",1.118,-0.068,5.200,160
"01-22-2012 1142",1.104,-0.074,5.200,156
"01-22-2012 1148",1.099,-0.072,4.700,158
"01-22-2012 1154",1.099,-0.065,5.300,153
"01-22-2012 1200",1.092,-0.065,5.200,152
"01-22-2012 1206",1.084,-0.066,5.200,152
"01-22-2012 1212",1.079,-0.065,4.800,155
"01-22-2012 1218",1.074,-0.063,4.500,154
"01-22-2012 1224",1.060,-0.071,4.700,158
"01-22-2012 1230",1.055,-0.070,4.900,155
"01-22-2012 1236",1.045,-0.075,4.500,145
"01-22-2012 1242",1.043,-0.071,4.300,142
"01-22-2012 1248",1.032,-0.077,4.000,148
"01-22-2012 1254",1.018,-0.087,4.100,144
"01-22-2012 1300",1.009,-0.091,3.700,145
"01-22-2012 1306",0.995,-0.101,3.900,138
"01-22-2012 1312",0.995,-0.097,3.300,139
"01-22-2012 1318",0.990,-0.098,3.300,141
"01-22-2012 1324",0.986,-0.099,3.600,142
"01-22-2012 1330",0.987,-0.095,4.000,139
"01-22-2012 1336",0.977,-0.102,4.300,136
"01-22-2012 1342",0.967,-0.109,5.000,134
"01-22-2012 1348",0.960,-0.114,5.500,136
"01-22-2012 1354",0.958,-0.114,5.700,137
"01-22-2012 1400",0.962,-0.109,6.200,137
"01-22-2012 1406",0.959,-0.111,5.900,137
"01-22-2012 1412",0.953,-0.116,5.900,137
"01-22-2012 1418",0.952,-0.117,6.300,140
"01-22-2012 1424",0.956,-0.113,6.600,142
"01-22-2012 1430",0.961,-0.108,6.400,144
"01-22-2012 1436",0.975,-0.095,6.500,145
"01-22-2012 1442",0.985,-0.086,6.800,148
"01-22-2012 1448",0.981,-0.092,6.100,148
"01-22-2012 1454",0.976,-0.099,5.600,146
"01-22-2012 1500",0.980,-0.097,5.300,149
"01-22-2012 1506",0.995,-0.085,5.100,142
"01-22-2012 1512",1.000,-0.083,4.700,140
"01-22-2012 1518",1.005,-0.081,5.100,140
"01-22-2012 1524",1.018,-0.072,5.900,142
"01-22-2012 1530",1.019,-0.076,6.500,143
"01-22-2012 1536",1.023,-0.076,7.100,141
"01-22-2012 1542",1.034,-0.070,7.300,145
"01-22-2012 1548",1.040,-0.070,8.300,148
"01-22-2012 1554",1.033,-0.082,8.900,151
"01-22-2012 1600",1.029,-0.092,10.000,147
"01-22-2012 1606",1.029,-0.099,9.000,146
"01-22-2012 1612",1.035,-0.099,8.000,149
"01-22-2012 1618",1.047,-0.094,8.400,154
"01-22-2012 1624",1.055,-0.093,7.900,152
"01-22-2012 1630",1.052,-0.104,8.200,159
"01-22-2012 1636",1.055,-0.108,7.800,163
"01-22-2012 1642",1.054,-0.117,8.000,156
"01-22-2012 1648",1.071,-0.108,7.900,155
"01-22-2012 1654",1.093,-0.095,7.800,157
"01-22-2012 1700",1.108,-0.088,8.300,160
"01-22-2012 1706",1.111,-0.094,7.400,164
"01-22-2012 1712",1.114,-0.100,9.400,167
"01-22-2012 1718",1.122,-0.100,10.500,166
"01-22-2012 1724",1.134,-0.098,9.800,174
"01-22-2012 1730",1.138,-0.103,10.400,177
"01-22-2012 1736",1.148,-0.102,11.200,171
"01-22-2012 1742",1.157,-0.102,11.300,172
"01-22-2012 1748",1.161,-0.108,10.400,167
"01-22-2012 1754",1.176,-0.102,11.200,159
"01-22-2012 1800",1.186,-0.102,9.200,163
"01-22-2012 1806",1.199,-0.099,10.000,152
"01-22-2012 1812",1.209,-0.098,9.800,157
"01-22-2012 1818",1.225,-0.092,8.900,160
"01-22-2012 1824",1.230,-0.097,8.600,160
"01-22-2012 1830",1.236,-0.100,9.200,159
"01-22-2012 1836",1.265,-0.081,9.700,155
"01-22-2012 1842",1.283,-0.073,11.200,166
"01-22-2012 1848",1.288,-0.077,11.100,169
"01-22-2012 1854",1.288,-0.087,10.000,164
"01-22-2012 1900",1.287,-0.097,9.400,151
"01-22-2012 1906",1.300,-0.094,10.400,152
"01-22-2012 1912",1.306,-0.097,10.000,150
"01-22-2012 1918",1.315,-0.097,9.500,153
"01-22-2012 1924",1.317,-0.104,10.100,156
"01-22-2012 1930",1.328,-0.102,9.600,157
"01-22-2012 1936",1.333,-0.106,9.600,156
"01-22-2012 1942",1.339,-0.108,10.200,157
"01-22-2012 1948",1.360,-0.096,9.900,158
"01-22-2012 1954",1.365,-0.099,9.100,156
"01-22-2012 2000",1.364,-0.108,8.900,158
"01-22-2012 2006",1.373,-0.107,8.500,155
"01-22-2012 2012",1.365,-0.122,7.800,156
"01-22-2012 2018",1.370,-0.125,6.600,161
"01-22-2012 2024",1.381,-0.121,9.800,172
"01-22-2012 2030",1.384,-0.125,9.100,161
"01-22-2012 2036",1.393,-0.122,10.300,169
"01-22-2012 2042",1.392,-0.130,7.600,158
"01-22-2012 2048",1.399,-0.129,9.300,158
"01-22-2012 2054",1.409,-0.125,9.900,162
"01-22-2012 2100",1.422,-0.118,9.200,158
"01-22-2012 2106",1.428,-0.117,10.400,169
"01-22-2012 2112",1.440,-0.111,10.600,172
"01-22-2012 2118",1.450,-0.106,9.600,189
"01-22-2012 2124",1.453,-0.107,9.600,191
"01-22-2012 2130",1.461,-0.104,10.300,184
"01-22-2012 2136",1.475,-0.094,9.300,184
"01-22-2012 2142",1.485,-0.088,9.100,187
"01-22-2012 2148",1.485,-0.092,8.600,186
"01-22-2012 2154",1.486,-0.095,7.700,190
"01-22-2012 2200",1.492,-0.092,6.900,187
"01-22-2012 2206",1.495,-0.092,6.800,189
"01-22-2012 2212",1.503,-0.087,7.800,195
"01-22-2012 2218",1.508,-0.085,7.000,193
"01-22-2012 2224",1.520,-0.075,7.200,187
"01-22-2012 2230",1.517,-0.081,8.000,186
"01-22-2012 2236",1.513,-0.087,8.600,187
"01-22-2012 2242",NA,NA,NA,NA
"01-22-2012 2248",1.513,-0.090,8.300,181
"01-22-2012 2254",1.501,-0.104,8.000,175
"01-22-2012 2300",1.493,-0.113,8.300,174
"01-22-2012 2306",1.492,-0.116,8.600,172
"01-22-2012 2312",1.486,-0.123,9.000,173
"01-22-2012 2318",1.494,-0.116,9.000,176
"01-22-2012 2324",1.492,-0.118,8.100,171
"01-22-2012 2330",1.476,-0.135,8.900,175
"01-22-2012 2336",1.492,-0.119,7.200,167
"01-22-2012 2342",1.494,-0.118,5.400,153
"01-22-2012 2348",1.491,-0.121,5.900,147
"01-22-2012 2354",1.495,-0.117,6.500,145
"01-23-2012 0000",1.499,-0.113,6.000,147
"01-23-2012 0006",1.498,-0.114,4.500,149
"01-23-2012 0012",1.504,-0.107,3.500,157
"01-23-2012 0018",1.511,-0.100,3.500,162
"01-23-2012 0024",1.526,-0.084,3.300,156
"01-23-2012 0030",1.527,-0.083,4.000,144
"01-23-2012 0036",1.523,-0.086,4.100,133
"01-23-2012 0042",1.528,-0.080,3.200,134
"01-23-2012 0048",1.523,-0.085,2.200,136
"01-23-2012 0054",1.521,-0.086,2.800,137
"01-23-2012 0100",1.528,-0.078,2.800,135
"01-23-2012 0106",1.528,-0.077,2.700,133
"01-23-2012 0112",1.530,-0.073,4.100,131
"01-23-2012 0118",1.531,-0.071,4.100,135
"01-23-2012 0124",1.527,-0.074,3.400,129
"01-23-2012 0130",1.527,-0.073,3.600,125
"01-23-2012 0136",1.529,-0.069,4.300,137
"01-23-2012 0142",1.528,-0.069,4.200,145
"01-23-2012 0148",1.523,-0.073,4.000,140
"01-23-2012 0154",1.520,-0.074,4.000,142
"01-23-2012 0200",1.520,-0.073,4.200,139
"01-23-2012 0206",1.517,-0.075,3.600,145
"01-23-2012 0212",1.518,-0.072,4.300,147
"01-23-2012 0218",1.511,-0.078,4.300,144
"01-23-2012 0224",1.516,-0.071,3.800,142
"01-23-2012 0230",1.510,-0.076,3.400,144
"01-23-2012 0236",1.506,-0.079,4.000,145
"01-23-2012 0242",1.510,-0.074,4.300,144
"01-23-2012 0248",1.515,-0.067,5.000,141
"01-23-2012 0254",1.511,-0.070,5.500,146
"01-23-2012 0300",1.509,-0.071,4.700,145
"01-23-2012 0306",1.514,-0.065,4.500,150
"01-23-2012 0312",1.511,-0.067,5.300,155
"01-23-2012 0318",1.508,-0.069,4.500,153
"01-23-2012 0324",1.513,-0.063,3.800,157
"01-23-2012 0330",1.511,-0.065,4.100,158
"01-23-2012 0336",1.516,-0.059,3.700,159
"01-23-2012 0342",1.516,-0.058,3.500,158
"01-23-2012 0348",1.517,-0.057,3.500,164
"01-23-2012 0354",1.515,-0.058,3.500,164
"01-23-2012 0400",1.517,-0.056,2.900,169
"01-23-2012 0406",1.515,-0.058,3.300,172
"01-23-2012 0412",1.510,-0.062,3.200,169
"01-23-2012 0418",1.513,-0.059,3.200,169
"01-23-2012 0424",1.510,-0.062,3.100,171
"01-23-2012 0430",1.506,-0.066,3.100,164
"01-23-2012 0436",1.503,-0.069,3.500,171
"01-23-2012 0442",1.504,-0.067,3.400,163
"01-23-2012 0448",1.502,-0.069,2.900,160
"01-23-2012 0454",1.494,-0.077,3.900,163
"01-23-2012 0500",1.493,-0.078,3.400,161
"01-23-2012 0506",1.497,-0.074,3.800,159
"01-23-2012 0512",1.499,-0.072,3.800,158
"01-23-2012 0518",1.491,-0.079,4.000,158
"01-23-2012 0524",1.494,-0.076,3.900,160
"01-23-2012 0530",1.497,-0.073,3.900,159
"01-23-2012 0536",1.493,-0.076,3.000,165
"01-23-2012 0542",1.489,-0.080,3.400,164
"01-23-2012 0548",1.489,-0.079,2.900,157
"01-23-2012 0554",1.496,-0.071,3.000,163
"01-23-2012 0600",1.493,-0.074,2.900,159
"01-23-2012 0606",1.488,-0.078,3.000,161
"01-23-2012 0612",1.486,-0.079,3.000,157
"01-23-2012 0618",1.481,-0.083,3.300,155
"01-23-2012 0624",NA,NA,NA,NA
"01-23-2012 0630",1.485,-0.076,2.300,151
"01-23-2012 0636",1.484,-0.076,2.900,155
"01-23-2012 0642",1.488,-0.070,3.000,151
"01-23-2012 0648",1.483,-0.073,3.600,145
"01-23-2012 0654",1.483,-0.071,3.100,146
"01-23-2012 0700",1.487,-0.065,2.600,146
"01-23-2012 0706",1.481,-0.069,2.400,150
"01-23-2012 0712",1.476,-0.072,2.500,149
"01-23-2012 0718",1.465,-0.080,2.900,145
"01-23-2012 0724",1.467,-0.076,3.600,141
"01-23-2012 0730",1.471,-0.069,3.400,144
"01-23-2012 0736",1.472,-0.065,3.600,141
"01-23-2012 0742",1.470,-0.063,3.400,143
"01-23-2012 0748",1.460,-0.070,3.400,136
"01-23-2012 0754",1.454,-0.072,3.000,134
"01-23-2012 0800",1.452,-0.071,2.600,134
"01-23-2012 0806",1.453,-0.066,2.000,118
"01-23-2012 0812",1.444,-0.070,1.700,93
"01-23-2012 0818",1.437,-0.073,1.800,99
"01-23-2012 0824",1.431,-0.074,2.400,104
"01-23-2012 0830",1.432,-0.068,2.100,95
"01-23-2012 0836",1.434,-0.061,1.800,74
"01-23-2012 0842",1.429,-0.061,1.800,92
"01-23-2012 0848",1.427,-0.057,2.100,104
"01-23-2012 0854",1.419,-0.060,2.100,104
"01-23-2012 0900",1.413,-0.060,1.900,86
"01-23-2012 0906",1.407,-0.060,1.700,89
"01-23-2012 0912",1.395,-0.065,2.000,103
"01-23-2012 0918",1.383,-0.071,1.900,98
"01-23-2012 0924",1.373,-0.074,2.200,102
"01-23-2012 0930",1.362,-0.078,2.300,98
"01-23-2012 0936",1.350,-0.083,2.000,89
"01-23-2012 0942",1.345,-0.081,2.200,90
"01-23-2012 0948",1.337,-0.082,2.200,98
"01-23-2012 0954",1.331,-0.081,2.000,84
"01-23-2012 1000",1.330,-0.074,2.200,82
"01-23-2012 1006",1.328,-0.068,1.900,83
"01-23-2012 1012",1.312,-0.077,1.500,77
"01-23-2012 1018",1.302,-0.079,1.200,76
"01-23-2012 1024",1.292,-0.081,1.500,89
"01-23-2012 1030",1.277,-0.088,1.700,74
"01-23-2012 1036",1.266,-0.091,1.500,101
"01-23-2012 1042",1.239,-0.110,1.200,88
"01-23-2012 1048",1.232,-0.109,1.600,99
"01-23-2012 1054",1.220,-0.112,1.900,83
"01-23-2012 1100",1.217,-0.107,1.900,85
"01-23-2012 1106",1.211,-0.105,2.100,70
"01-23-2012 1112",1.211,-0.097,1.800,83
"01-23-2012 1118",1.195,-0.105,2.100,66
"01-23-2012 1124",1.192,-0.100,1.900,63
"01-23-2012 1130",1.186,-0.098,2.100,65
"01-23-2012 1136",1.179,-0.097,2.300,72
"01-23-2012 1142",1.169,-0.099,2.700,71
"01-23-2012 1148",1.157,-0.103,2.600,68
"01-23-2012 1154",1.150,-0.102,2.500,64
"01-23-2012 1200",1.139,-0.105,2.500,78
"01-23-2012 1206",1.130,-0.107,2.600,67
"01-23-2012 1212",1.128,-0.101,2.100,63
"01-23-2012 1218",1.119,-0.103,2.500,69
"01-23-2012 1224",1.113,-0.102,2.900,68
"01-23-2012 1230",1.102,-0.106,2.800,67
"01-23-2012 1236",1.100,-0.101,2.900,64
"01-23-2012 1242",1.102,-0.092,2.900,65
"01-23-2012 1248",1.102,-0.086,2.300,56
"01-23-2012 1254",1.092,-0.089,2.500,52
"01-23-2012 1300",1.089,-0.086,2.100,55
"01-23-2012 1306",1.088,-0.081,2.000,61
"01-23-2012 1312",1.072,-0.092,2.800,67
"01-23-2012 1318",1.059,-0.099,2.800,71
"01-23-2012 1324",1.047,-0.106,2.800,72
"01-23-2012 1330",1.039,-0.109,2.600,69
"01-23-2012 1336",1.017,-0.126,2.600,69
"01-23-2012 1342",1.003,-0.136,2.700,66
"01-23-2012 1348",1.001,-0.133,2.300,61
"01-23-2012 1354",0.996,-0.134,2.100,55
"01-23-2012 1400",0.993,-0.134,2.300,53
"01-23-2012 1406",0.994,-0.129,2.300,62
"01-23-2012 1412",0.999,-0.121,2.300,60
"01-23-2012 1418",1.002,-0.115,2.200,59
"01-23-2012 1424",1.005,-0.109,2.200,57
"01-23-2012 1430",0.999,-0.113,2.800,64
"01-23-2012 1436",1.002,-0.108,2.800,67
"01-23-2012 1442",1.007,-0.101,3.000,70
"01-23-2012 1448",1.011,-0.096,3.000,75
"01-23-2012 1454",1.013,-0.093,2.700,68
"01-23-2012 1500",1.013,-0.092,2.500,72
"01-23-2012 1506",1.017,-0.088,2.800,76
"01-23-2012 1512",1.017,-0.088,3.200,82
"01-23-2012 1518",1.016,-0.090,2.800,77
"01-23-2012 1524",1.008,-0.098,2.800,80
"01-23-2012 1530",1.001,-0.106,2.600,76
"01-23-2012 1536",0.998,-0.111,2.900,80
"01-23-2012 1542",1.001,-0.110,2.200,90
"01-23-2012 1548",1.002,-0.111,2.600,85
"01-23-2012 1554",0.999,-0.117,3.000,84
"01-23-2012 1600",1.010,-0.109,2.500,92
"01-23-2012 1606",1.009,-0.113,3.200,82
"01-23-2012 1612",1.014,-0.112,3.100,85
"01-23-2012 1618",1.018,-0.112,2.700,82
"01-23-2012 1624",1.023,-0.111,3.400,96
"01-23-2012 1630",1.034,-0.105,3.300,95
"01-23-2012 1636",1.044,-0.100,3.300,80
"01-23-2012 1642",1.049,-0.100,3.200,85
"01-23-2012 1648",1.056,-0.099,2.700,88
"01-23-2012 1654",1.059,-0.102,2.500,92
"01-23-2012 1700",1.065,-0.102,2.100,47
"01-23-2012 1706",1.078,-0.095,3.200,83
"01-23-2012 1712",1.082,-0.098,2.900,77
"01-23-2012 1718",1.086,-0.101,3.500,88
"01-23-2012 1724",1.097,-0.097,2.400,79
"01-23-2012 1730",1.107,-0.095,2.800,85
"01-23-2012 1736",1.114,-0.095,2.900,70
"01-23-2012 1742",1.120,-0.097,1.700,45
"01-23-2012 1748",1.123,-0.102,1.700,61
"01-23-2012 1754",1.137,-0.096,2.100,47
"01-23-2012 1800",1.144,-0.097,3.100,37
"01-23-2012 1806",1.146,-0.103,2.600,30
"01-23-2012 1812",NA,NA,NA,NA
"01-23-2012 1818",1.164,-0.102,2.600,33
"01-23-2012 1824",1.187,-0.088,3.000,40
"01-23-2012 1830",1.200,-0.084,2.400,42
"01-23-2012 1836",1.211,-0.081,2.600,42
"01-23-2012 1842",1.224,-0.077,2.600,46
"01-23-2012 1848",1.247,-0.063,2.500,50
"01-23-2012 1854",1.254,-0.065,3.100,37
"01-23-2012 1900",1.261,-0.067,3.600,37
"01-23-2012 1906",1.276,-0.060,3.000,40
"01-23-2012 1912",1.284,-0.061,2.700,43
"01-23-2012 1918",1.291,-0.063,3.500,36
"01-23-2012 1924",1.293,-0.070,2.700,39
"01-23-2012 1930",1.299,-0.073,3.900,34
"01-23-2012 1936",1.306,-0.074,2.600,39
"01-23-2012 1942",1.318,-0.071,2.100,43
"01-23-2012 1948",1.320,-0.077,3.900,38
"01-23-2012 1954",1.333,-0.073,3.600,37
"01-23-2012 2000",1.341,-0.073,3.300,37
"01-23-2012 2006",1.349,-0.073,4.500,25
"01-23-2012 2012",1.355,-0.075,2.600,31
"01-23-2012 2018",1.358,-0.080,3.400,25
"01-23-2012 2024",1.367,-0.079,2.900,33
"01-23-2012 2030",1.371,-0.082,3.100,32
"01-23-2012 2036",1.380,-0.081,3.900,32
"01-23-2012 2042",1.390,-0.078,4.200,28
"01-23-2012 2048",1.401,-0.074,4.100,31
"01-23-2012 2054",1.404,-0.078,3.300,37
"01-23-2012 2100",1.414,-0.074,3.200,42
"01-23-2012 2106",1.425,-0.069,4.700,29
"01-23-2012 2112",1.430,-0.070,4.000,27
"01-23-2012 2118",1.433,-0.073,4.300,33
"01-23-2012 2124",1.434,-0.078,3.900,30
"01-23-2012 2130",1.436,-0.081,3.300,30
"01-23-2012 2136",1.441,-0.081,4.000,40
"01-23-2012 2142",1.446,-0.081,3.000,44
"01-23-2012 2148",1.450,-0.082,3.500,44
"01-23-2012 2154",1.458,-0.078,3.200,42
"01-23-2012 2200",1.464,-0.076,3.300,37
"01-23-2012 2206",1.470,-0.074,2.900,33
"01-23-2012 2212",1.476,-0.072,2.900,34
"01-23-2012 2218",1.485,-0.067,3.200,33
"01-23-2012 2224",1.489,-0.066,3.400,30
"01-23-2012 2230",1.489,-0.069,2.700,37
"01-23-2012 2236",1.490,-0.071,2.700,37
"01-23-2012 2242",1.491,-0.072,3.800,30
"01-23-2012 2248",1.490,-0.076,3.000,42
"01-23-2012 2254",1.489,-0.079,3.300,37
"01-23-2012 2300",1.490,-0.080,2.700,46
"01-23-2012 2306",1.486,-0.086,3.200,44
"01-23-2012 2312",1.489,-0.084,2.900,41
"01-23-2012 2318",1.496,-0.079,3.200,39
"01-23-2012 2324",1.501,-0.075,2.700,44
"01-23-2012 2330",1.497,-0.080,3.100,41
"01-23-2012 2336",1.498,-0.080,3.400,39
"01-23-2012 2342",1.501,-0.077,2.900,47
"01-23-2012 2348",1.501,-0.078,2.700,51
"01-23-2012 2354",1.503,-0.076,2.700,46
"01-24-2012 0000",1.502,-0.078,1.800,31
"01-24-2012 0006",1.506,-0.074,2.900,50
"01-24-2012 0012",1.506,-0.074,2.800,44
"01-24-2012 0018",1.511,-0.069,2.600,44
"01-24-2012 0024",1.508,-0.071,1.900,49
"01-24-2012 0030",1.512,-0.067,2.100,44
"01-24-2012 0036",1.506,-0.073,2.500,43
"01-24-2012 0042",1.508,-0.070,1.500,40
"01-24-2012 0048",1.503,-0.074,2.500,43
"01-24-2012 0054",1.501,-0.076,1.800,31
"01-24-2012 0100",1.504,-0.072,1.600,40
"01-24-2012 0106",1.504,-0.071,2.200,37
"01-24-2012 0112",1.498,-0.076,2.500,38
"01-24-2012 0118",1.493,-0.080,2.000,42
"01-24-2012 0124",1.498,-0.074,2.100,39
"01-24-2012 0130",1.497,-0.074,2.300,49
"01-24-2012 0136",1.494,-0.075,2.000,37
"01-24-2012 0142",1.496,-0.072,1.900,44
"01-24-2012 0148",1.495,-0.072,2.300,55
"01-24-2012 0154",1.495,-0.070,1.600,40
"01-24-2012 0200",1.493,-0.071,1.700,32
"01-24-2012 0206",1.491,-0.072,2.200,360
"01-24-2012 0212",1.493,-0.068,1.800,23
"01-24-2012 0218",1.490,-0.070,1.600,44
"01-24-2012 0224",1.490,-0.069,1.800,54
"01-24-2012 0230",1.488,-0.069,1.900,40
"01-24-2012 0236",1.481,-0.075,1.800,37
"01-24-2012 0242",1.484,-0.070,2.000,31
"01-24-2012 0248",1.481,-0.072,2.400,29
"01-24-2012 0254",1.484,-0.067,1.700,32
"01-24-2012 0300",1.485,-0.065,2.800,80
"01-24-2012 0306",1.483,-0.066,1.700,47
"01-24-2012 0312",1.486,-0.061,1.400,44
"01-24-2012 0318",1.487,-0.059,2.000,38
"01-24-2012 0324",1.489,-0.056,1.700,55
"01-24-2012 0330",1.492,-0.052,1.700,56
"01-24-2012 0336",1.494,-0.049,2.100,63
"01-24-2012 0342",1.487,-0.055,2.200,66
"01-24-2012 0348",1.486,-0.055,2.400,72
"01-24-2012 0354",1.486,-0.054,2.800,80
"01-24-2012 0400",1.488,-0.051,1.500,91
"01-24-2012 0406",1.484,-0.055,2.100,75
"01-24-2012 0412",1.487,-0.051,1.500,79
"01-24-2012 0418",1.490,-0.048,1.300,63
"01-24-2012 0424",1.490,-0.048,1.400,60
"01-24-2012 0430",1.493,-0.044,1.500,80
"01-24-2012 0436",1.495,-0.042,1.400,62
"01-24-2012 0442",1.505,-0.032,1.200,62
"01-24-2012 0448",1.503,-0.034,1.400,72
"01-24-2012 0454",1.505,-0.032,1.500,91
"01-24-2012 0500",1.502,-0.036,2.000,76
"01-24-2012 0506",1.502,-0.036,1.300,68
"01-24-2012 0512",1.501,-0.037,1.500,71
"01-24-2012 0518",1.498,-0.040,1.100,62
"01-24-2012 0524",1.498,-0.041,1.500,59
"01-24-2012 0530",1.499,-0.040,2.400,71
"01-24-2012 0536",1.497,-0.043,2.000,75
"01-24-2012 0542",1.494,-0.046,1.800,83
"01-24-2012 0548",1.501,-0.040,1.800,65
"01-24-2012 0554",1.501,-0.040,2.000,76
"01-24-2012 0600",1.494,-0.047,2.200,76
"01-24-2012 0606",1.494,-0.048,1.800,83
"01-24-2012 0612",1.494,-0.048,NA,NA
"01-24-2012 0618",1.495,-0.048,2.500,88
"01-24-2012 0624",1.493,-0.050,2.500,87
"01-24-2012 0630",1.499,-0.044,1.900,64
"01-24-2012 0636",1.503,-0.040,2.300,70
"01-24-2012 0642",1.500,-0.043,1.800,82
"01-24-2012 0648",1.502,-0.041,2.400,86
"01-24-2012 0654",1.503,-0.040,2.200,76
"01-24-2012 0700",1.510,-0.033,3.200,81
"01-24-2012 0706",1.515,-0.027,2.900,71
"01-24-2012 0712",1.515,-0.027,2.800,72
"01-24-2012 0718",1.514,-0.027,3.000,77
"01-24-2012 0724",1.521,-0.020,2.500,67
"01-24-2012 0730",1.527,-0.013,2.500,68
"01-24-2012 0736",1.526,-0.013,2.300,66
"01-24-2012 0742",1.527,-0.011,3.100,77
"01-24-2012 0748",1.532,-0.005,3.300,89
"01-24-2012 0754",1.527,-0.008,3.200,81
"01-24-2012 0800",1.525,-0.009,1.900,74
"01-24-2012 0806",1.530,-0.002,2.900,83
"01-24-2012 0812",1.530,0.000,2.500,85
"01-24-2012 0818",1.520,-0.008,2.600,83
"01-24-2012 0824",1.518,-0.008,1.800,80
"01-24-2012 0830",1.519,-0.005,2.100,86
"01-24-2012 0836",1.509,-0.012,2.200,84
"01-24-2012 0842",1.505,-0.013,1.800,71
"01-24-2012 0848",1.508,-0.007,1.700,68
"01-24-2012 0854",1.503,-0.009,1.900,74
"01-24-2012 0900",1.503,-0.006,2.800,93
"01-24-2012 0906",1.503,-0.002,2.200,86
"01-24-2012 0912",1.502,0.000,2.200,84
"01-24-2012 0918",1.502,0.004,2.500,75
"01-24-2012 0924",1.487,-0.007,2.600,82
"01-24-2012 0930",1.495,0.006,2.400,80
"01-24-2012 0936",1.488,0.003,2.700,79
"01-24-2012 0942",1.488,0.008,2.800,92
"01-24-2012 0948",1.477,0.002,2.700,94
"01-24-2012 0954",1.471,0.001,2.800,93
"01-24-2012 1000",1.469,0.005,3.700,121
"01-24-2012 1006",1.464,0.005,3.400,97
"01-24-2012 1012",1.462,0.009,3.400,99
"01-24-2012 1018",1.460,0.013,3.400,96
"01-24-2012 1024",1.458,0.017,3.600,99
"01-24-2012 1030",1.449,0.014,3.400,99
"01-24-2012 1036",1.431,0.002,3.600,103
"01-24-2012 1042",1.418,-0.004,3.800,111
"01-24-2012 1048",1.406,-0.010,3.800,111
"01-24-2012 1054",1.408,-0.001,3.700,121
"01-24-2012 1100",1.400,-0.002,3.100,124
"01-24-2012 1106",1.397,0.002,4.100,129
"01-24-2012 1112",1.392,0.004,3.200,120
"01-24-2012 1118",1.385,0.004,3.600,126
"01-24-2012 1124",1.378,0.004,3.100,121
"01-24-2012 1130",1.366,-0.001,2.500,123
"01-24-2012 1136",1.351,-0.009,2.700,125
"01-24-2012 1142",1.343,-0.010,2.700,131
